,Code (10),Homework (10),Submitted on Time,1.1.2 (10),1.1.3 (10),1.1.4 (10),1.1.5 (10),1.1.6 (10),comments,Final
0,10,10,False,9,10,6,10,10,"1.1.2 - no analysis of interaction
1.1.4 - why did you use only the first two pcs? you don't discuss this call in enough detail. Also what question separate the clusters is not discussed",65
